Ite Exchanges Sparsity Functional_value
1 0 99.38182741976459 271.9230888386585
11 18791380 98.7551867219917 232.8718451485832
21 37477460 98.12642899483444 199.39602201689956
31 56057720 97.35583029892454 170.7002449846773
41 74496198 96.61910407316454 146.1026372409827
51 92795137 95.77017529003302 125.0186007754875
61 110932964 94.81539503768312 106.94693267151844
71 128890086 93.7568803454992 91.45808870837465
81 146647117 92.67296130070285 78.18369149721917
91 164199342 91.52341434499111 66.80805813456784
101 181534376 90.20238800914557 57.060394015678675
111 198619997 88.86230840884072 48.70885944660695
121 215452201 87.38250486916759 41.55433354205603
131 232005526 85.62113642137354 35.42674823276009
141 248226329 83.89152341434499 30.1799470650121
151 264118826 82.13650605470404 25.688226527115912
161 279679639 80.10627487509527 21.84417382717949
171 294857977 78.09086290117706 18.55595149022857
181 309655912 75.73672622576001 15.744814978623538
191 324008893 73.32119569819629 13.343131505905045
201 337904719 70.74688796680498 11.293054731883934
211 351313858 68.0053349140486 9.544824180960168
221 364204822 65.0944195105428 8.056056952214384
231 376546487 61.98450334490643 6.790198676341699
241 388300298 58.781437886357864 5.716046164907833
251 399448485 55.50851045812516 4.8062236749633485
261 409979156 51.86510288762808 4.03832500424036
271 419821425 48.13701414175629 3.3925816797383286
281 428958578 44.24591413328817 2.852138871232971
291 437360376 40.272249978829706 2.402305480898767
301 445012193 36.24777711914641 2.0303230896682285
311 451903167 32.21483614192565 1.725179255989464
321 458032083 28.222118723007874 1.4773447527891852
331 463405647 24.292912185621137 1.2784034688286008
341 468037345 20.478025234990263 1.1209230718367509
351 471948113 17.029384367855027 0.9981927880162573
361 475206625 13.66965873486324 0.9043262454599426
371 477830923 10.782030654585485 0.8344246440724654
381 479909984 8.224659158269116 0.7836523511407112
391 481505357 6.122448979591836 0.7478971024771636
401 482704364 4.390718943178931 0.7235830947552375
411 483575981 3.097213989330172 0.7077044179655629
421 484202812 2.0789228554492336 0.6978253238344327
431 484637866 1.4543991870607165 0.6919827708689335
441 484953776 1.0204081632653061 0.6886250621962878
451 485187997 0.7261410788381742 0.6867920047923576
461 485366823 0.5737149631636888 0.6859584482734815
471 485517409 0.4847997290202388 0.6855483991038885
481 485651146 0.45516131763908885 0.6853516777397552
491 485778836 0.43610805317977813 0.6852343831682185
501 485902975 0.4191718181048353 0.6851532360419152
511 486024896 0.41282072995173175 0.6851040363696493
521 486145492 0.41282072995173175 0.6850633018629544
531 486265330 0.4043526124142603 0.6850304072651584
541 486384216 0.39376746549242103 0.6850054932489528
551 486500968 0.3895334067236853 0.6849850539329815
561 486617208 0.38318231857058177 0.6849679819494422
571 486731535 0.37894825980184604 0.6849543760690469
581 486845618 0.3768312304174782 0.6849431741252514
591 486959411 0.3747142010331103 0.6849336418998194
601 487072610 0.3725971716487425 0.6849256554005179
611 487184765 0.3725971716487425 0.684918851782179
621 487296510 0.3683631128800068 0.6849130700167633
631 487408398 0.3683631128800068 0.684908202702117
641 487520325 0.3683631128800068 0.6849040411017041
651 487632797 0.3683631128800068 0.6849004828347683
661 487744056 0.3683631128800068 0.6848974403830109
671 487856046 0.3683631128800068 0.6848948389314341
681 487967420 0.36412905411127106 0.6848927512601891
691 488078607 0.36412905411127106 0.6848910030259444
701 488188763 0.36412905411127106 0.6848895082202995
711 488299478 0.36412905411127106 0.6848882300876578
721 488410001 0.35989499534253533 0.684887156835541
731 488520611 0.35989499534253533 0.6848862488414345
741 488630490 0.3577779659581675 0.6848854743758291
751 488740032 0.3577779659581675 0.6848848131920438
761 488849902 0.3577779659581675 0.684884247793815
771 488960201 0.3577779659581675 0.6848837642987724
781 489069547 0.3577779659581675 0.6848833508375056
791 489179963 0.3577779659581675 0.6848829972615254
801 489290493 0.3577779659581675 0.6848826948936199
811 489400410 0.3577779659581675 0.6848824363144462
821 489510484 0.3577779659581675 0.684882215180095
831 489620325 0.3577779659581675 0.684882026066129
841 489729258 0.3577779659581675 0.6848818643342534
851 489838550 0.3577779659581675 0.684881726018329
861 489948676 0.3577779659581675 0.684881607726922
871 490058180 0.3577779659581675 0.68488150655999
881 490167495 0.3577779659581675 0.6848814200376515
891 490278440 0.3577779659581675 0.6848813460392866
901 490387589 0.3577779659581675 0.6848812827514684
911 490497106 0.3577779659581675 0.6848812286234437
921 490606420 0.3577779659581675 0.6848811823290704
931 490715828 0.3577779659581675 0.6848811427342709
941 490825956 0.3577779659581675 0.6848811088692052
951 490935311 0.3577779659581675 0.6848810799044766
961 491044004 0.3577779659581675 0.6848810551307862
971 491153766 0.3577779659581675 0.6848810339415361
981 491263335 0.3577779659581675 0.6848810158179541
991 491374145 0.3577779659581675 0.6848810003163729
